Timestamp, Angle, Distance(cm)
13:54:47, 45, 200
13:54:47, 44, 200
13:54:47, 43, 200
13:54:47, 42, 200
13:54:47, 41, 200
13:54:47, 40, 200
13:54:47, 39, 200
13:54:47, 38, 200
13:54:48, 37, 200
13:54:48, 36, 200
13:54:48, 35, 200
13:54:48, 34, 200
13:54:48, 33, 200
13:54:48, 32, 200
13:54:48, 31, 200
13:54:48, 30, 200
13:54:48, 29, 200
13:54:48, 28, 200
13:54:48, 27, 200
13:54:48, 26, 200
13:54:48, 25, 200
13:54:48, 24, 200
13:54:48, 23, 200
13:54:48, 22, 200
13:54:48, 21, 200
13:54:48, 20, 200
13:54:48, 19, 200
13:54:48, 18, 200
13:54:48, 17, 200
13:54:48, 16, 200
13:54:48, 15, 200
13:54:48, 16, 200
13:54:48, 17, 200
13:54:48, 18, 200
13:54:49, 19, 200
13:54:49, 20, 200
13:54:49, 21, 200
13:54:49, 22, 200
13:54:49, 23, 200
13:54:49, 24, 200
13:54:49, 25, 200
13:54:49, 26, 200
13:54:49, 27, 200
13:54:49, 28, 200
13:54:49, 29, 200
13:54:49, 30, 200
13:54:49, 31, 200
13:54:49, 32, 200
13:54:49, 33, 200
13:54:49, 34, 200
13:54:49, 35, 200
13:54:49, 36, 200
13:54:49, 37, 200
13:54:49, 38, 200
13:54:49, 39, 200
13:54:49, 40, 200
13:54:49, 41, 200
13:54:49, 42, 200
13:54:49, 43, 200
13:54:49, 44, 200
13:54:50, 45, 200
13:54:50, 46, 200
13:54:50, 47, 200
13:54:50, 48, 200
13:54:50, 49, 200
13:54:50, 50, 200
13:54:50, 51, 200
13:54:50, 52, 200
13:54:50, 53, 200
13:54:50, 54, 200
13:54:50, 55, 200
13:54:50, 56, 200
13:54:50, 57, 200
13:54:50, 58, 200
13:54:50, 59, 200
13:54:50, 60, 200
13:54:50, 61, 200
13:54:50, 62, 200
13:54:50, 63, 200
13:54:50, 64, 200
13:54:50, 65, 200
13:54:50, 66, 200
13:54:50, 67, 200
13:54:50, 68, 200
13:54:50, 69, 200
13:54:50, 70, 200
13:54:51, 71, 200
13:54:51, 72, 200
13:54:51, 73, 200
13:54:51, 74, 200
13:54:51, 75, 200
13:54:51, 76, 200
13:54:51, 77, 200
13:54:51, 78, 200
13:54:51, 79, 200
13:54:51, 80, 200
13:54:51, 81, 200
13:54:51, 82, 200
13:54:51, 83, 200
13:54:51, 84, 200
13:54:51, 85, 200
13:54:51, 86, 200
13:54:51, 87, 200
13:54:51, 88, 200
13:54:51, 89, 200
13:54:51, 90, 200
13:54:51, 91, 200
13:54:51, 92, 200
13:54:51, 93, 200
13:54:51, 94, 200
13:54:51, 95, 200
13:54:52, 96, 200
13:54:52, 97, 200
13:54:52, 98, 200
13:54:52, 99, 200
13:54:52, 100, 200
13:54:52, 101, 200
13:54:52, 102, 200
13:54:52, 103, 200
13:54:52, 104, 200
13:54:52, 105, 200
13:54:52, 106, 200
13:54:52, 107, 15
13:54:52, 108, 15
13:54:52, 109, 200
13:54:52, 110, 200
13:54:52, 111, 200
13:54:52, 112, 200
13:54:52, 113, 200
13:54:52, 114, 200
13:54:52, 115, 200
13:54:52, 116, 200
13:54:52, 117, 200
13:54:52, 118, 200
13:54:52, 119, 200
13:54:52, 120, 200
13:54:52, 121, 200
13:54:53, 122, 200
13:54:53, 123, 200
13:54:53, 124, 200
13:54:53, 125, 200
13:54:53, 126, 200
13:54:53, 127, 200
13:54:53, 128, 200
